payment_id,account_id,payment_date,payment_amount,payment_channel,payment_type,source_system,reversal_of_payment_id
P00001776,A001991,2025-03-12,1568.32,direct_debit,payment,manual_adjustment,
P00001777,A001992,2025-07-17,508.14,direct_debit,payment,agency_file,
P00001778,A001993,2025-03-27,268.4,bank_transfer,payment,direct_debit,
P00001779,A001993,2025-04-29,196.16,card,payment,bank_file,
P00001780,A001993,2025-05-11,164.19,bank_transfer,payment,bank_file,
P00001781,A001997,2025-09-28,84.27,bpay,payment,direct_debit,
P00001782,A001998,2026-01-18,75.29,bank_transfer,payment,customer_portal,
P00001783,A001998,2026-01-23,455.35,bank_transfer,payment,bank_file,
P00001784,A001999,2025-10-13,209.88,card,payment,agency_file,
P00001785,A001999,2025-11-26,213.23,card,payment,bank_file,
P00001786,A001999,2026-01-15,1216.41,bpay,payment,direct_debit,
P00001787,A002002,2026-02-26,1324.18,direct_debit,payment,agency_file,
P00001788,A002002,2026-04-04,1063.28,cash,payment,customer_portal,
P00001789,A002002,2026-04-30,1100.96,bank_transfer,payment,direct_debit,
P00001790,A002004,2025-10-21,114.44,direct_debit,payment,bank_file,
P00001791,A002004,2025-11-22,538.16,bank_transfer,payment,bank_file,
P00001792,A002007,2025-09-27,18.87,bpay,payment,agency_file,
P00001793,A002007,2025-10-06,26.21,direct_debit,payment,direct_debit,
P00001794,A002008,2026-01-05,212.07,card,payment,customer_portal,
P00001795,A002008,2026-02-04,161.15,card,payment,agency_file,
P00001796,A002008,2026-02-21,304.87,direct_debit,payment,customer_portal,
P00001797,A002009,2025-09-09,263.96,card,payment,bank_file,
P00001798,A002010,2025-10-15,268.75,bpay,payment,agency_file,
P00001799,A002012,2026-03-11,256.55,bpay,payment,customer_portal,
P00001800,A002013,2025-09-19,81.07,bpay,payment,bank_file,
P00001801,A002013,2025-09-20,112.86,bank_transfer,payment,bank_file,
P00001802,A002016,2025-12-09,844.64,card,payment,customer_portal,
P00001803,A002016,2026-01-06,1152.43,bank_transfer,payment,customer_portal,
P00001804,A002017,2026-03-03,76.09,direct_debit,payment,agency_file,
P00001804,A002017,2026-03-03,76.09,direct_debit,payment,agency_file,
P00001805,A002017,2026-04-08,350.5,direct_debit,payment,customer_portal,
P00001806,A002018,2024-11-27,235.56,card,payment,agency_file,
P00001807,A002018,2024-12-24,723.34,card,payment,customer_portal,
P00001808,A002019,2025-11-22,213.61,card,payment,agency_file,
P00001809,A002019,2025-12-19,380.39,bpay,payment,direct_debit,
P00001810,A002019,2026-01-27,569.28,bpay,payment,customer_portal,
P00001811,A002025,2025-07-09,3899.72,direct_debit,payment,agency_file,
P00001812,A002028,2025-10-23,2827.32,bank_transfer,payment,agency_file,
P00001813,A002032,2025-09-05,105.44,bank_transfer,payment,bank_file,
P00001814,A002033,2025-10-17,5.24,bpay,payment,customer_portal,
P00001815,A002033,2025-11-06,17.93,bank_transfer,payment,agency_file,
P00001816,A002034,2025-12-14,119.21,bank_transfer,payment,customer_portal,
P00001817,A002038,2025-10-21,128.66,card,payment,bank_file,
P00001818,A002038,2025-11-06,130.22,card,payment,bank_file,
P00001819,A002038,2025-11-27,84.58,card,payment,agency_file,
P00001820,A002044,2025-02-28,1200.33,bank_transfer,payment,customer_portal,
P00001821,A002046,2026-01-05,64.68,direct_debit,payment,direct_debit,
P00001822,A002047,2026-04-27,185.12,card,payment,customer_portal,
P00001823,A002048,2025-09-13,37.64,card,payment,agency_file,
P00001824,A002048,2025-10-28,172.23,bank_transfer,payment,agency_file,
P00001825,A002053,2025-10-07,323.14,card,payment,agency_file,
P00001826,A002053,2025-11-09,149.39,cash,payment,agency_file,
P00001827,A002053,2025-11-16,274.69,bank_transfer,payment,direct_debit,
P00001828,A002053,2025-11-30,168.97,bank_transfer,payment,agency_file,
P00001829,A002054,2026-01-08,206.48,card,payment,agency_file,
P00001830,A002054,2026-01-25,119.17,bank_transfer,payment,agency_file,
P00001831,A002054,2026-02-06,199.04,card,payment,bank_file,
P00001832,A002058,2025-11-26,21.5,cash,payment,agency_file,
P00001833,A002058,2025-11-29,26.75,cash,payment,agency_file,
P00001834,A002058,2026-01-18,22.62,bank_transfer,payment,agency_file,
P00001835,A002058,2026-02-16,103.31,bpay,payment,customer_portal,
P00001836,A002059,2025-08-13,101.69,direct_debit,payment,customer_portal,
P00001837,A002059,2025-09-02,468.81,bank_transfer,payment,agency_file,
P00001838,A002060,2025-08-25,884.22,direct_debit,payment,agency_file,
P00001839,A002060,2025-09-28,469.2,direct_debit,payment,manual_adjustment,
P00001840,A002060,2025-10-26,504.35,direct_debit,payment,customer_portal,
P00001841,A002060,2025-11-18,111.14,bank_transfer,payment,customer_portal,
P00001842,A002061,2025-10-03,487.31,bank_transfer,payment,agency_file,
P00001843,A002061,2025-10-30,350.79,cash,payment,customer_portal,
P00001844,A002061,2025-11-14,425.55,bpay,payment,agency_file,
P00001845,A002065,2025-05-18,97.68,bpay,payment,customer_portal,
P00001846,A002065,2025-05-19,245.63,card,payment,agency_file,
P00001847,A002067,2025-01-14,175.48,bpay,payment,customer_portal,
P00001848,A002067,2025-02-02,230.61,card,payment,agency_file,
P00001849,A002067,2025-03-05,151.98,card,payment,agency_file,
P00001850,A002070,2025-07-31,260.11,cash,payment,agency_file,
P00001851,A002071,2026-04-28,331.34,direct_debit,payment,agency_file,
P00001852,A002072,2025-09-03,142.26,bank_transfer,payment,customer_portal,
P00001853,A002072,2025-09-16,59.15,direct_debit,payment,agency_file,
P00001854,A002072,2025-09-19,200.13,bpay,payment,agency_file,
P00001855,A002075,2024-11-08,869.79,bank_transfer,payment,bank_file,
P00001856,A002075,2024-11-29,567.87,bank_transfer,payment,bank_file,
P00001857,A002075,2024-12-10,623.62,bank_transfer,payment,bank_file,
P00001858,A002075,2025-01-20,367.36,card,payment,agency_file,
P00001859,A002079,2025-08-16,665.81,card,payment,agency_file,
P00001860,A002080,2024-12-17,465.1,direct_debit,payment,bank_file,
P00001861,A002080,2025-02-06,374.09,bank_transfer,payment,agency_file,
P00001862,A002080,2025-03-03,662.66,direct_debit,payment,agency_file,
P00001863,A002080,2025-03-15,242.61,bank_transfer,payment,bank_file,
P00001864,A002082,2025-02-19,115.9,direct_debit,payment,customer_portal,
P00001865,A002082,2025-03-02,162.58,bank_transfer,payment,customer_portal,
P00001866,A002082,2025-03-16,143.74,card,payment,bank_file,
P00001867,A002082,2025-03-30,58.88,bpay,payment,customer_portal,
P00001868,A002084,2026-02-26,758.47,direct_debit,payment,agency_file,
P00001869,A002084,2026-04-03,515.6,card,payment,agency_file,
P00001870,A002084,2026-04-27,290.45,card,payment,customer_portal,
P00001871,A002085,2025-07-30,1622.43,direct_debit,payment,bank_file,
P00001872,A002085,2025-08-21,3872.6,card,payment,agency_file,
P00001873,A002088,2026-04-16,100.49,bank_transfer,payment,agency_file,
P00001874,A002089,2024-11-30,115.88,bank_transfer,payment,customer_portal,
P00001875,A002089,2024-12-01,191.29,direct_debit,payment,agency_file,
P00001876,A002089,2024-12-24,286.93,card,payment,agency_file,
P00001877,A002089,2025-01-10,106.27,direct_debit,payment,customer_portal,
P00001878,A002092,2025-09-26,325.51,bank_transfer,payment,customer_portal,
P00001879,A002092,2025-10-23,439.37,bank_transfer,payment,agency_file,
P00001880,A002095,2025-01-03,568.54,card,payment,manual_adjustment,
P00001881,A002095,2025-01-09,440.23,card,payment,agency_file,
P00001882,A002095,2025-02-25,907.15,bpay,payment,agency_file,
P00001883,A002096,2025-05-14,122.33,direct_debit,payment,agency_file,
P00001884,A002096,2025-05-26,79.04,bpay,payment,customer_portal,
P00001885,A002096,2025-06-19,389.39,direct_debit,payment,customer_portal,
P00001885,A002096,2025-06-19,389.39,direct_debit,payment,customer_portal,
P00001886,A002097,2025-02-07,447.96,bank_transfer,payment,agency_file,
P00001887,A002097,2025-02-27,330.09,direct_debit,payment,customer_portal,
P00001888,A002097,2025-03-29,293.33,bpay,payment,direct_debit,
P00001889,A002097,2025-04-24,325.31,card,payment,agency_file,
P00001890,A002098,2025-06-29,92.09,bank_transfer,payment,agency_file,
P00001891,A002098,2025-07-04,419.52,direct_debit,payment,bank_file,
P00001892,A002100,2025-07-26,205.14,cash,payment,customer_portal,
P00001893,A002101,2025-12-03,231.95,cash,payment,bank_file,
P00001894,A002101,2026-01-04,445.3,bank_transfer,payment,bank_file,
P00001895,A002102,2025-04-13,50.5,direct_debit,payment,customer_portal,
P00001896,A002102,2025-05-08,33.6,direct_debit,payment,customer_portal,
P00001897,A002102,2025-06-02,44.6,bpay,payment,bank_file,
P00001898,A002104,2025-02-23,436.91,cash,payment,customer_portal,
P00001899,A002105,2025-03-25,543.32,direct_debit,payment,bank_file,
P00001900,A002105,2025-04-10,485.23,direct_debit,payment,direct_debit,
P00001901,A002105,2025-05-13,257.43,bank_transfer,payment,bank_file,
P00001902,A002107,2026-04-05,1449.01,bpay,payment,bank_file,
P00001903,A002109,2026-01-02,103.66,bank_transfer,payment,bank_file,
P00001904,A002110,2025-09-17,57.51,bank_transfer,payment,agency_file,
P00001905,A002110,2025-09-30,42.16,direct_debit,payment,agency_file,
P00001906,A002110,2025-10-20,211.39,bank_transfer,payment,customer_portal,
P00001907,A002112,2025-10-13,2950.2,card,payment,agency_file,
P00001908,A002112,2025-10-27,1614.47,direct_debit,payment,customer_portal,
P00001909,A002112,2025-11-11,2718.17,card,payment,direct_debit,
P00001910,A002114,2025-01-19,1798.48,bank_transfer,payment,agency_file,
P00001911,A002114,2025-01-28,2162.85,bank_transfer,payment,agency_file,
P00001912,A002114,2025-02-12,1721.29,bank_transfer,payment,bank_file,
P00001913,A002116,2025-08-27,189.84,direct_debit,payment,manual_adjustment,
P00001914,A002117,2026-02-18,498.67,bank_transfer,payment,agency_file,
P00001915,A002118,2024-12-10,174.32,card,payment,bank_file,
P00001916,A002118,2025-01-06,669.18,card,payment,agency_file,
P00001917,A002121,2025-12-26,6.99,bank_transfer,payment,bank_file,
P00001918,A002121,2026-01-21,27.12,cash,payment,agency_file,
P00001919,A002123,2025-11-21,117.17,direct_debit,payment,agency_file,
P00001920,A002124,2025-09-17,13.28,bank_transfer,payment,agency_file,
P00001921,A002124,2025-10-10,59.92,bank_transfer,payment,agency_file,
P00001922,A002126,2025-02-04,486.47,bank_transfer,payment,direct_debit,
P00001923,A002128,2025-06-30,20.4,card,payment,direct_debit,
P00001924,A002128,2025-08-09,76.22,bank_transfer,payment,direct_debit,
P00001925,A002134,2025-07-29,31.27,bpay,payment,agency_file,
P00001926,A002134,2025-08-21,26.15,cash,payment,customer_portal,
P00001927,A002134,2025-09-05,15.71,cash,payment,bank_file,
P00001928,A002139,2025-11-10,42.69,bank_transfer,payment,customer_portal,
P00001929,A002139,2025-11-11,211.4,bank_transfer,payment,agency_file,
P00001930,A002144,2026-03-07,90.13,bank_transfer,payment,agency_file,
P00001931,A002148,2025-08-20,61.0,card,payment,bank_file,
P00001932,A002149,2025-07-28,431.12,bpay,payment,agency_file,
P00001933,A002149,2025-08-08,452.86,card,payment,bank_file,
P00001934,A002149,2025-08-24,282.11,card,payment,customer_portal,
P00001935,A002150,2025-10-29,49.07,card,payment,customer_portal,
P00001936,A002150,2025-12-01,143.3,bpay,payment,direct_debit,
P00001937,A002152,2025-08-15,679.34,card,payment,customer_portal,
P00001938,A002152,2025-09-12,1233.47,bank_transfer,payment,agency_file,
P00001939,A002153,2026-02-04,61.45,bank_transfer,payment,customer_portal,
P00001940,A002153,2026-02-19,37.36,bpay,payment,agency_file,
P00001941,A002153,2026-03-15,139.77,bank_transfer,payment,agency_file,
P00001942,A002156,2026-03-01,78.84,direct_debit,payment,agency_file,
P00001943,A002156,2026-03-27,117.71,bank_transfer,payment,agency_file,
P00001944,A002156,2026-04-24,236.53,direct_debit,payment,bank_file,
P00001945,A002158,2026-03-10,173.01,bpay,payment,bank_file,
P00001946,A002158,2026-04-09,534.94,direct_debit,payment,direct_debit,
P00001947,A002158,2026-04-18,500.13,bank_transfer,payment,customer_portal,
P00001948,A002159,2026-04-15,856.27,card,payment,customer_portal,
P00001949,A002160,2025-10-19,466.62,bpay,payment,agency_file,
P00001950,A002161,2026-03-19,4007.72,card,payment,agency_file,
P00001951,A002163,2025-10-16,174.43,bank_transfer,payment,bank_file,
P00001952,A002163,2025-11-02,164.58,direct_debit,payment,customer_portal,
P00001953,A002163,2025-12-04,73.57,bank_transfer,payment,bank_file,
P00001954,A002164,2026-03-17,219.21,direct_debit,payment,customer_portal,
P00001955,A002168,2026-03-01,32.81,bank_transfer,payment,customer_portal,
P00001956,A002168,2026-04-16,14.11,card,payment,bank_file,
P00001957,A002168,2026-04-17,41.04,card,payment,agency_file,
P00001958,A002170,2025-10-07,0.96,bank_transfer,payment,customer_portal,
P00001959,A002170,2025-11-26,1.13,bank_transfer,payment,direct_debit,
P00001960,A002170,2026-01-09,2.09,direct_debit,payment,agency_file,
P00001961,A002172,2025-02-19,46.63,direct_debit,payment,bank_file,
P00001962,A002172,2025-02-24,57.2,direct_debit,payment,agency_file,
P00001963,A002174,2024-12-29,954.29,bpay,payment,agency_file,
P00001964,A002176,2026-04-06,143.81,card,payment,agency_file,
P00001965,A002176,2026-04-13,152.66,bpay,payment,bank_file,
P00001966,A002177,2026-01-29,571.63,card,payment,agency_file,
P00001967,A002180,2026-03-05,42.28,bank_transfer,payment,customer_portal,
P00001968,A002180,2026-04-19,247.67,bank_transfer,payment,agency_file,
P00001969,A002182,2026-04-09,62.54,direct_debit,payment,customer_portal,
P00001970,A002182,2026-04-21,58.0,bank_transfer,payment,bank_file,
P00001971,A002184,2025-03-10,424.96,card,payment,bank_file,
P00001972,A002184,2025-04-07,674.5,direct_debit,payment,customer_portal,
P00001973,A002184,2025-05-04,630.32,cash,payment,agency_file,
P00003733,A002184,2025-05-08,0.0,cash,payment,agency_file,
P00001974,A002185,2025-08-17,130.24,bpay,payment,customer_portal,
P00001975,A002185,2025-08-29,214.79,card,payment,direct_debit,
P00001976,A002187,2025-01-10,61.35,bank_transfer,payment,bank_file,
P00001977,A002187,2025-02-09,236.73,direct_debit,payment,manual_adjustment,
P00001978,A002188,2025-11-19,55.06,direct_debit,payment,agency_file,
P00001979,A002189,2026-01-30,139.5,bpay,payment,agency_file,
P00001980,A002191,2025-07-18,57.84,card,payment,customer_portal,
P00001981,A002191,2025-08-05,195.85,direct_debit,payment,bank_file,
P00001982,A002195,2026-02-10,148.6,bank_transfer,payment,customer_portal,
P00001983,A002198,2025-09-02,161.33,direct_debit,payment,bank_file,
P00001984,A002198,2025-09-15,149.18,bank_transfer,payment,agency_file,
P00001985,A002198,2025-10-04,237.02,bpay,payment,direct_debit,
P00001986,A002199,2025-05-04,123.42,direct_debit,payment,direct_debit,
P00001987,A002199,2025-05-31,278.82,direct_debit,payment,customer_portal,
P00001988,A002199,2025-06-21,84.62,bank_transfer,payment,customer_portal,
P00001989,A002199,2025-07-19,199.26,bank_transfer,payment,agency_file,
P00001990,A002203,2025-04-22,403.54,bank_transfer,payment,agency_file,
P00001991,A002203,2025-06-15,1205.96,bank_transfer,payment,agency_file,
P00001992,A002205,2025-10-21,1299.39,bank_transfer,payment,agency_file,
P00001993,A002205,2025-11-14,8798.82,bank_transfer,payment,bank_file,
P00001993,A002205,2025-11-14,8798.82,bank_transfer,payment,bank_file,
P00001994,A002206,2026-02-04,45.12,card,payment,agency_file,
P00001995,A002206,2026-03-08,275.26,bank_transfer,payment,bank_file,
P00001996,A002209,2025-03-18,256.29,direct_debit,payment,direct_debit,
P00001997,A002209,2025-03-31,346.6,card,payment,agency_file,
P00001998,A002209,2025-04-08,425.49,bank_transfer,payment,customer_portal,
P00001999,A002211,2026-01-11,1475.44,bank_transfer,payment,bank_file,
P00002000,A002213,2026-02-17,64.59,direct_debit,payment,customer_portal,
P00002001,A002213,2026-02-18,160.11,cash,payment,agency_file,
P00002002,A002213,2026-03-19,281.81,card,payment,direct_debit,
P00002003,A002220,2025-12-03,680.55,card,payment,agency_file,
P00002004,A002220,2025-12-18,1619.31,direct_debit,payment,bank_file,
P00002005,A002220,2026-01-22,1908.96,bpay,payment,agency_file,
P00002006,A002222,2025-10-02,297.88,cash,payment,manual_adjustment,
P00002007,A002222,2025-10-03,493.21,card,payment,direct_debit,
P00002008,A002222,2025-10-04,356.35,direct_debit,payment,customer_portal,
P00002009,A002222,2025-10-24,6.61,bpay,payment,bank_file,
P00002010,A002224,2025-11-25,627.56,bpay,payment,customer_portal,
P00002011,A002224,2025-12-23,313.71,card,payment,bank_file,
P00002012,A002224,2026-01-17,359.18,direct_debit,payment,customer_portal,
P00002013,A002224,2026-01-23,101.96,bank_transfer,payment,bank_file,
P00002014,A002225,2026-02-24,215.48,direct_debit,payment,customer_portal,
P00002015,A002225,2026-02-25,1375.27,bank_transfer,payment,customer_portal,
P00002016,A002233,2026-02-05,22.96,card,payment,direct_debit,
P00002017,A002233,2026-03-20,134.51,card,payment,direct_debit,
P00002018,A002234,2026-04-20,112.0,bank_transfer,payment,agency_file,
P00002019,A002237,2025-03-13,584.54,bpay,payment,bank_file,
P00002020,A002237,2025-03-25,1142.42,card,payment,agency_file,
P00002021,A002237,2025-04-05,1089.33,bank_transfer,payment,agency_file,
P00002022,A002237,2025-04-17,746.82,card,payment,bank_file,
P00002023,A002242,2026-01-03,206.11,direct_debit,payment,customer_portal,
P00002024,A002242,2026-02-18,497.06,bank_transfer,payment,direct_debit,
P00002025,A002242,2026-03-09,662.94,direct_debit,payment,bank_file,
P00002026,A002243,2026-04-10,910.79,direct_debit,payment,bank_file,
P00002027,A002246,2025-07-06,338.55,bank_transfer,payment,bank_file,
P00002028,A002246,2025-08-01,282.48,direct_debit,payment,bank_file,
P00002029,A002246,2025-08-25,176.89,card,payment,bank_file,
P00002030,A002247,2026-01-14,1797.29,bpay,payment,bank_file,
P00003730,A002247,2026-01-19,0.0,bpay,payment,agency_file,
P00002031,A002249,2024-12-25,57.05,card,payment,agency_file,
P00002032,A002249,2025-01-22,84.48,bank_transfer,payment,customer_portal,
P00002033,A002249,2025-03-01,136.47,bank_transfer,payment,agency_file,
P00002034,A002252,2025-05-19,445.09,card,payment,bank_file,
P00002035,A002252,2025-06-02,396.93,card,payment,manual_adjustment,
P00002036,A002252,2025-07-14,1086.35,bank_transfer,payment,agency_file,
P00002037,A002252,2025-08-06,1028.04,bank_transfer,payment,bank_file,
P00002038,A002252,2025-09-23,84.85,card,payment,customer_portal,
P00002039,A002253,2025-12-05,94.06,bank_transfer,payment,customer_portal,
P00002040,A002253,2026-01-20,180.93,direct_debit,payment,bank_file,
P00002041,A002255,2026-04-25,815.81,bank_transfer,payment,agency_file,
P00002042,A002260,2025-05-20,119.06,card,payment,agency_file,
P00002043,A002267,2025-06-08,88.64,bank_transfer,payment,customer_portal,
P00002044,A002267,2025-06-22,110.76,direct_debit,payment,customer_portal,
P00002045,A002269,2025-02-06,104.82,direct_debit,payment,manual_adjustment,
P00002046,A002270,2025-07-27,703.67,bpay,payment,customer_portal,
P00002047,A002273,2025-07-22,288.87,card,payment,direct_debit,
P00002048,A002276,2024-12-09,285.16,direct_debit,payment,bank_file,
P00002048,A002276,2024-12-09,285.16,direct_debit,payment,bank_file,
P00002049,A002276,2024-12-10,405.08,card,payment,agency_file,
P00002050,A002280,2025-01-29,96.57,bank_transfer,payment,customer_portal,
P00002051,A002280,2025-02-21,662.87,bank_transfer,payment,bank_file,
P00002052,A002282,2026-04-25,162.53,card,payment,customer_portal,
P00002053,A002283,2025-03-21,301.41,card,payment,customer_portal,
P00002054,A002283,2025-04-28,259.87,bank_transfer,payment,customer_portal,
P00002055,A002283,2025-06-20,435.8,bank_transfer,payment,bank_file,
P00002056,A002283,2025-07-03,453.58,card,payment,agency_file,
P00002057,A002284,2025-03-03,191.57,direct_debit,payment,agency_file,
P00002058,A002284,2025-04-07,164.05,bank_transfer,payment,customer_portal,
P00002059,A002284,2025-05-05,126.57,card,payment,customer_portal,
P00002060,A002287,2025-01-01,237.81,card,payment,bank_file,
P00002061,A002288,2025-09-27,1079.9,bank_transfer,payment,customer_portal,
P00002062,A002288,2025-10-03,4221.51,direct_debit,payment,customer_portal,
P00002063,A002291,2025-06-13,1397.95,cash,payment,agency_file,
P00002064,A002293,2026-01-03,865.76,bank_transfer,payment,customer_portal,
P00002065,A002295,2025-06-15,545.05,bank_transfer,payment,agency_file,
P00002066,A002297,2025-03-08,637.58,direct_debit,payment,agency_file,
P00002067,A002297,2025-04-08,4554.9,cash,payment,customer_portal,
P00002068,A002299,2025-12-19,730.67,card,payment,agency_file,
P00002069,A002302,2025-12-14,23.57,bank_transfer,payment,direct_debit,
P00002070,A002302,2025-12-26,45.31,direct_debit,payment,customer_portal,
P00002071,A002302,2026-01-21,44.47,cash,payment,agency_file,
P00002072,A002308,2025-03-27,35.56,direct_debit,payment,customer_portal,
P00002073,A002308,2025-05-14,139.35,card,payment,customer_portal,
P00002074,A002312,2026-01-01,276.17,bank_transfer,payment,agency_file,
P00002075,A002312,2026-01-31,169.88,bank_transfer,payment,direct_debit,
P00002076,A002312,2026-02-21,154.1,bank_transfer,payment,bank_file,
P00002077,A002312,2026-02-22,39.64,direct_debit,payment,bank_file,
P00002078,A002314,2026-02-13,115.64,bpay,payment,bank_file,
P00002079,A002314,2026-03-02,593.18,bank_transfer,payment,bank_file,
P00002080,A002315,2025-09-19,184.78,bank_transfer,payment,bank_file,
P00002081,A002315,2025-10-18,1171.27,bank_transfer,payment,agency_file,
P00002082,A002318,2026-02-05,220.09,cash,payment,customer_portal,
P00002083,A002318,2026-03-07,303.26,card,payment,customer_portal,
P00002084,A002319,2025-11-04,240.68,bank_transfer,payment,agency_file,
P00002085,A002319,2025-12-07,130.92,card,payment,agency_file,
P00002086,A002319,2025-12-12,541.71,bank_transfer,payment,customer_portal,
P00002087,A002322,2025-04-07,14.09,card,payment,bank_file,
P00002088,A002322,2025-05-02,15.81,bpay,payment,customer_portal,
P00002089,A002322,2025-06-02,19.66,card,payment,customer_portal,
P00002090,A002327,2026-04-04,7.33,direct_debit,payment,agency_file,
P00002091,A002327,2026-04-19,15.5,card,payment,agency_file,
P00002092,A002328,2026-03-25,39.15,card,payment,agency_file,
P00002093,A002328,2026-03-30,78.89,bank_transfer,payment,bank_file,
P00002094,A002328,2026-04-17,59.89,bank_transfer,payment,agency_file,
P00003745,A002335,2025-07-01,33.96,bank_transfer,payment,legacy_migration,
P00002095,A002337,2026-03-21,962.11,direct_debit,payment,bank_file,
P00002096,A002337,2026-04-08,608.36,bank_transfer,payment,agency_file,
P00002097,A002343,2025-12-15,2123.94,bank_transfer,payment,agency_file,
P00002098,A002345,2026-04-17,256.39,card,payment,direct_debit,
P00002099,A002346,2025-09-08,51.16,bpay,payment,customer_portal,
P00002100,A002346,2025-09-26,54.8,direct_debit,payment,agency_file,
P00002101,A002346,2025-10-21,83.09,card,payment,agency_file,
P00002102,A002349,2026-01-29,4088.91,card,payment,agency_file,
P00002103,A002350,2025-05-20,1016.9,card,payment,manual_adjustment,
P00002104,A002351,2025-09-12,427.58,bank_transfer,payment,agency_file,
P00002105,A002351,2025-09-22,688.52,card,payment,agency_file,
P00002106,A002351,2025-11-03,801.77,bank_transfer,payment,customer_portal,
P00002107,A002351,2025-11-18,309.97,bank_transfer,payment,agency_file,
P00002108,A002352,2025-01-12,26.82,card,payment,direct_debit,
P00002109,A002355,2026-03-12,23.76,cash,payment,agency_file,
P00002110,A002355,2026-03-19,31.81,card,payment,bank_file,
P00002111,A002355,2026-04-19,18.65,card,payment,customer_portal,
P00002112,A002355,2026-04-20,12.14,bank_transfer,payment,customer_portal,
P00002113,A002357,2025-05-15,38.61,card,payment,bank_file,
P00002114,A002357,2025-06-13,180.18,bank_transfer,payment,customer_portal,
P00002115,A002359,2025-09-12,69.03,cash,payment,direct_debit,
P00002116,A002359,2025-10-14,73.85,direct_debit,payment,agency_file,
P00002117,A002359,2025-10-19,109.13,card,payment,agency_file,
P00002118,A002365,2025-07-22,0.84,direct_debit,payment,customer_portal,
P00002119,A002367,2026-01-06,67.45,bank_transfer,payment,agency_file,
P00002120,A002367,2026-01-21,122.21,bank_transfer,payment,bank_file,
P00002121,A002367,2026-02-13,96.87,bank_transfer,payment,direct_debit,
P00002122,A002367,2026-03-15,5.64,bank_transfer,payment,customer_portal,
P00002123,A002369,2025-12-14,107.39,direct_debit,payment,bank_file,
P00002124,A002369,2026-01-04,431.11,bank_transfer,payment,customer_portal,
P00002125,A002371,2026-01-22,161.48,card,payment,direct_debit,
P00002126,A002371,2026-02-16,454.44,cash,payment,bank_file,
P00002127,A002376,2026-04-12,26.16,card,payment,direct_debit,
P00002128,A002377,2024-11-17,41.14,direct_debit,payment,agency_file,
P00002129,A002377,2024-12-16,83.78,card,payment,agency_file,
P00002130,A002379,2025-04-18,7504.51,direct_debit,payment,bank_file,
P00002131,A002380,2025-12-19,98.39,bpay,payment,customer_portal,
P00002132,A002380,2025-12-29,162.07,card,payment,bank_file,
P00002133,A002385,2025-08-28,572.21,card,payment,agency_file,
P00002134,A002385,2025-10-15,172.02,card,payment,direct_debit,
P00002135,A002385,2025-10-31,325.29,direct_debit,payment,agency_file,
P00002136,A002385,2025-11-13,250.03,bpay,payment,customer_portal,
P00002137,A002386,2025-09-17,1156.19,bank_transfer,payment,agency_file,
P00002138,A002387,2025-03-28,3087.59,bank_transfer,payment,agency_file,
P00002139,A002387,2025-04-21,2249.89,card,payment,direct_debit,
P00002140,A002387,2025-05-16,2096.37,bank_transfer,payment,agency_file,
P00002141,A002388,2025-06-23,606.98,direct_debit,payment,customer_portal,
P00002142,A002388,2025-08-04,616.27,bank_transfer,payment,agency_file,
P00002143,A002388,2025-09-04,375.41,card,payment,customer_portal,
P00002144,A002390,2025-04-01,22.93,direct_debit,payment,customer_portal,
P00002145,A002390,2025-04-23,102.94,bank_transfer,payment,agency_file,
P00002146,A002394,2026-04-26,26.26,card,payment,agency_file,
P00002147,A002395,2025-10-25,119.87,bank_transfer,payment,customer_portal,
P00002148,A002398,2025-05-31,60.5,bank_transfer,payment,customer_portal,
P00002149,A002402,2025-07-23,133.87,direct_debit,payment,agency_file,
P00002150,A002406,2025-03-24,1055.87,direct_debit,payment,bank_file,
P00002151,A002406,2025-04-16,943.02,bpay,payment,agency_file,
P00002152,A002406,2025-05-01,803.1,bank_transfer,payment,customer_portal,
P00002153,A002407,2025-06-18,38.1,bank_transfer,payment,agency_file,
P00002154,A002407,2025-06-27,108.94,bank_transfer,payment,direct_debit,
P00002155,A002407,2025-06-30,138.9,direct_debit,payment,agency_file,
P00002156,A002408,2026-02-21,123.17,bank_transfer,payment,agency_file,
P00002157,A002409,2025-11-15,91.55,card,payment,agency_file,
P00002158,A002409,2025-12-09,214.65,card,payment,bank_file,
P00002159,A002412,2025-12-11,41.95,card,payment,direct_debit,
P00002160,A002412,2026-01-15,56.29,direct_debit,payment,direct_debit,
P00002161,A002412,2026-02-06,138.85,cash,payment,agency_file,
P00002162,A002414,2025-12-11,377.56,bank_transfer,payment,agency_file,
P00002163,A002414,2026-01-20,863.06,direct_debit,payment,agency_file,
P00002164,A002414,2026-01-31,715.15,bpay,payment,direct_debit,
P00002165,A002416,2025-12-26,832.0,bpay,payment,bank_file,
P00002166,A002418,2025-06-19,251.06,bank_transfer,payment,customer_portal,
P00002167,A002418,2025-06-20,437.94,card,payment,customer_portal,
P00002168,A002418,2025-07-18,269.49,cash,payment,customer_portal,
P00002169,A002418,2025-08-01,98.0,card,payment,manual_adjustment,
P00002170,A002420,2025-07-10,53.9,direct_debit,payment,agency_file,
P00002171,A002420,2025-07-30,117.66,card,payment,customer_portal,
P00002172,A002421,2025-01-10,99.13,bpay,payment,manual_adjustment,
P00002173,A002421,2025-01-18,83.24,card,payment,customer_portal,
