account_id,customer_id,placement_date,placed_balance,original_balance,product_type,risk_band,customer_age,age_band,income_band,employment_status,state,region,customer_segment,digital_consent,hardship_flag,dispute_flag,prior_successful_payments_12m,credit_score_band,tenure_months,assigned_agency,treatment_stream
A001836,C000027,2025-08-26,2307.64,2919.64,credit_card,C,37,35_44,150k_plus,full_time,VIC,metro,low_contactability,1,0,0,1,600_659,31,agency_beta,phone_first
A001837,C000393,2026-02-07,10620.56,9339.23,credit_card,C,29,25_34,70k_100k,part_time,VIC,metro,digital_engaged,1,0,0,2,600_659,23,agency_beta,phone_first
A001838,C000415,2025-07-25,7857.03,6393.3,personal_loan,C,45,45_54,under_40k,unknown,SA,metro,hardship,0,1,0,3,600_659,11,agency_gamma,phone_first
A001839,C000288,2024-11-14,6818.29,6074.14,credit_card,D,59,55_64,100k_150k,full_time,NSW,regional,standard,1,0,0,1,540_599,43,agency_gamma,phone_first
A001840,C003231,2024-11-23,887.23,1315.05,credit_card,C,30,25_34,40k_70k,casual,Queensland,metro,standard,1,0,0,4,600_659,33,agency_gamma,digital_first
A001841,C002672,2026-02-14,1131.56,1780.22,credit_card,B,34,25_34,under_40k,full_time,QLD,metro,digital_engaged,1,0,0,2,660_719,41,internal_collections,phone_first
A001842,C001959,2026-01-12,2244.65,2686.29,credit_card,C,41,35_44,40k_70k,unemployed,WA,regional,standard,1,0,0,0,600_659,46,agency_alpha,sms_email_sequence
A001843,C002546,2025-12-18,2472.93,1966.08,credit_card,D,40,35_44,100k_150k,full_time,TAS,regional,standard,0,0,1,2,540_599,41,agency_gamma,digital_first
A001844,C001830,2024-11-24,391.28,503.85,telco_arrears,A,57,55_64,100k_150k,casual,ACT,regional,standard,0,0,0,2,720_plus,20,internal_collections,digital_first
A001845,C003224,2026-02-04,1715.02,1440.95,credit_card,A,62,55_64,40k_70k,retired,VIC,regional,hardship,1,1,0,5,720_plus,47,agency_gamma,digital_first
A001846,C001044,2025-04-09,323.93,400.38,telco_arrears,A,23,18_24,40k_70k,full_time,QLD,remote,standard,0,0,0,3,720_plus,38,agency_alpha,digital_first
A001847,C002260,2025-08-05,841.73,1619.02,credit_card,D,41,35_44,40k_70k,full_time,QLD,regional,standard,0,0,0,0,540_599,30,internal_collections,phone_first
A001848,C002765,2026-03-19,579.85,569.11,bnpl,C,40,35_44,under_40k,self_employed,NSW,metro,digital_engaged,1,1,0,2,600_659,41,internal_collections,standard
A001849,C000416,2025-08-23,2008.45,3143.9,credit_card,C,18,18_24,40k_70k,full_time,VIC,remote,hardship,0,1,0,2,600_659,53,agency_alpha,phone_first
A001850,C002637,2025-10-25,3155.8,3968.83,personal_loan,B,22,18_24,40k_70k,full_time,NSW,metro,digital_engaged,1,0,0,1,660_719,24,agency_beta,hardship_review
A001851,C002937,2025-12-19,800.85,690.29,utility_arrears,D,38,35_44,100k_150k,self_employed,QLD,metro,standard,1,0,0,0,540_599,29,internal_collections,standard
A001852,C000634,2025-07-10,1474.71,1326.8,credit_card,A,53,45_54,40k_70k,casual,WA,metro,hardship,0,1,0,0,720_plus,37,agency_gamma,phone_first
A001853,C001437,2026-03-04,1365.4,1987.28,credit_card,C,18,18_24,,casual,NSW,regional,digital_engaged,0,0,0,0,600_659,54,agency_alpha,phone_first
A001854,C001037,2026-03-19,2702.26,3457.91,personal_loan,C,62,55_64,70k_100k,retired,QLD,regional,digital_engaged,1,0,0,0,600_659,49,internal_collections,legal_warning
A001855,C002749,2025-03-14,9179.32,7600.37,personal_loan,C,26,25_34,40k_70k,self_employed,NSW,metro,digital_engaged,1,0,0,4,600_659,43,agency_beta,hardship_review
A001856,C000351,2025-12-10,1286.61,1105.59,credit_card,A,26,25_34,100k_150k,unemployed,NSW,metro,hardship,1,1,0,0,720_plus,8,agency_gamma,legal_warning
A001857,C002741,2025-07-13,2405.85,3057.88,credit_card,D,47,45_54,40k_70k,full_time,QLD,remote,standard,1,0,0,1,540_599,48,agency_gamma,standard
A001858,C001926,2026-03-21,3758.39,5680.09,credit_card,E,60,55_64,150k_plus,full_time,SA,regional,dispute_prone,0,0,1,0,under_540,42,agency_gamma,standard
A001859,C002500,2025-09-26,3582.05,4932.35,personal_loan,E,37,35_44,150k_plus,part_time,WA,metro,hardship,0,1,0,0,under_540,0,agency_alpha,digital_first
A001860,C001771,2025-12-16,289.28,249.57,utility_arrears,C,51,45_54,150k_plus,unemployed,VIC,metro,standard,0,0,0,2,600_659,55,agency_alpha,standard
A001861,C000406,2025-11-03,4889.51,5399.56,personal_loan,A,61,55_64,under_40k,full_time,QLD,metro,standard,1,0,0,3,720_plus,11,agency_alpha,phone_first
A001862,C000950,2026-02-14,2917.63,2328.47,credit_card,C,40,35_44,70k_100k,full_time,QLD,metro,low_contactability,0,0,0,2,600_659,55,agency_beta,digital_first
A001863,C002222,2026-03-15,3439.59,5011.82,personal_loan,C,49,45_54,70k_100k,full_time,VIC,unknown,standard,0,0,0,5,600_659,63,agency_alpha,digital_first
A001864,C000632,2026-02-10,1452.77,1674.7,credit_card,D,32,25_34,70k_100k,unemployed,SA,regional,dispute_prone,0,0,1,2,540_599,62,internal_collections,sms_email_sequence
A001865,C002995,2026-02-15,321.51,630.55,utility_arrears,B,28,25_34,40k_70k,full_time,NSW,metro,standard,1,0,0,2,660_719,66,internal_collections,phone_first
A001866,C002831,2025-10-13,8417.76,7041.78,personal_loan,E,38,35_44,under_40k,full_time,NSW,remote,standard,0,0,0,0,under_540,41,agency_gamma,legal_warning
A001867,C002526,2026-03-10,6419.96,5504.55,personal_loan,D,33,25_34,under_40k,unemployed,VIC,metro,standard,1,0,0,2,540_599,44,internal_collections,standard
A001868,C000318,2025-06-01,3231.79,6701.69,personal_loan,B,23,18_24,under_40k,self_employed,NSW,metro,digital_engaged,1,0,0,0,660_719,15,agency_alpha,sms_email_sequence
A001869,C000259,2025-07-01,4952.97,4814.68,personal_loan,E,32,25_34,40k_70k,full_time,NSW,regional,digital_engaged,1,0,0,0,under_540,21,agency_alpha,legal_warning
A001870,C001848,2025-12-01,418.46,653.48,utility_arrears,C,48,45_54,70k_100k,casual,QLD,regional,dispute_prone,0,0,1,7,600_659,40,agency_gamma,sms_email_sequence
A001871,C002260,2025-08-06,202.85,308.22,telco_arrears,E,36,35_44,40k_70k,full_time,WA,regional,standard,0,0,0,1,under_540,41,agency_alpha,digital_first
A001872,C001023,2025-12-24,5577.13,10438.07,personal_loan,B,39,35_44,70k_100k,unemployed,SA,metro,digital_engaged,0,0,0,4,660_719,49,internal_collections,standard
A001873,C002460,2025-04-26,2978.21,2441.12,credit_card,B,34,25_34,100k_150k,full_time,QLD,regional,hardship,0,1,0,0,660_719,55,agency_beta,phone_first
A001874,C000736,2026-01-28,1290.04,2827.96,personal_loan,A,18,18_24,100k_150k,full_time,WA,metro,standard,1,0,0,2,720_plus,74,agency_beta,hardship_review
A001875,C001568,2026-04-18,939.01,965.29,bnpl,D,24,18_24,40k_70k,full_time,VIC,metro,standard,0,0,0,1,540_599,42,internal_collections,digital_first
A001876,C001143,2025-05-20,1783.28,1465.46,credit_card,C,28,25_34,100k_150k,part_time,NSW,remote,digital_engaged,0,0,0,0,600_659,59,agency_alpha,phone_first
A001877,C001820,2026-04-05,-100,1198.21,bnpl,D,20,18_24,100k_150k,full_time,VIC,metro,standard,0,0,0,0,540_599,19,internal_collections,standard
A001878,C000632,2025-07-08,2577.09,3101.16,personal_loan,C,38,35_44,40k_70k,part_time,VIC,metro,standard,0,0,0,1,600_659,43,agency_alpha,digital_first
A001879,C001939,2025-09-06,390.79,767.74,utility_arrears,D,29,25_34,under_40k,full_time,NSW,metro,digital_engaged,0,0,0,0,540_599,13,agency_beta,phone_first
A001880,C000481,2026-01-01,657.73,975.33,utility_arrears,C,44,35_44,70k_100k,part_time,QLD,remote,digital_engaged,1,0,0,0,600_659,56,agency_alpha,phone_first
A001881,C002429,2025-08-09,6893.22,6866.85,personal_loan,B,29,25_34,100k_150k,full_time,SA,regional,standard,1,0,0,0,660_719,42,internal_collections,standard
A001882,C002292,2025-09-05,1642.16,3145.73,personal_loan,A,23,18_24,under_40k,casual,QLD,metro,low_contactability,1,0,1,4,720_plus,47,agency_gamma,sms_email_sequence
A001883,C003086,2026-04-23,618.61,770.32,bnpl,C,20,18_24,under_40k,full_time,SA,metro,hardship,0,1,0,0,600_659,4,agency_beta,legal_warning
A001884,C000249,2025-08-06,654.94,716.51,telco_arrears,D,51,45_54,150k_plus,full_time,VIC,metro,standard,0,0,1,0,540_599,21,agency_alpha,sms_email_sequence
A001885,C003092,2026-04-02,2662.06,2207.51,credit_card,C,31,25_34,40k_70k,unemployed,VIC,metro,dispute_prone,0,0,1,0,600_659,29,agency_alpha,standard
A001886,C002663,2025-06-01,128.89,185.95,telco_arrears,D,47,45_54,100k_150k,self_employed,VIC,regional,digital_engaged,0,0,0,0,540_599,4,agency_beta,sms_email_sequence
A001887,C001077,2025-10-05,708.09,786.36,utility_arrears,B,36,35_44,100k_150k,full_time,NSW,metro,standard,1,0,1,2,660_719,51,agency_beta,standard
A001888,C002011,2025-12-16,0,678.61,credit_card,E,28,25_34,100k_150k,full_time,WA,metro,hardship,1,1,0,1,under_540,10,agency_alpha,phone_first
A001889,C000773,2025-12-09,3563.28,4536.13,personal_loan,C,39,35_44,100k_150k,part_time,NSW,metro,standard,1,0,0,2,600_659,5,internal_collections,phone_first
A001890,C001186,2026-03-01,364.12,747.49,bnpl,B,37,35_44,70k_100k,unknown,QLD,remote,hardship,0,1,0,4,660_719,38,internal_collections,standard
A001891,C002342,2025-02-19,577.15,514.61,bnpl,C,41,35_44,70k_100k,full_time,SA,metro,digital_engaged,1,0,0,1,600_659,33,internal_collections,sms_email_sequence
A001892,C000505,2026-02-07,2276.35,3897.89,credit_card,B,36,35_44,150k_plus,full_time,NSW,metro,digital_engaged,0,0,0,1,660_719,16,internal_collections,sms_email_sequence
A001893,C002442,2024-11-09,337.28,310.92,utility_arrears,C,28,25_34,under_40k,full_time,NSW,metro,dispute_prone,1,0,1,4,600_659,39,internal_collections,sms_email_sequence
A001894,C003200,2026-02-22,419.44,408.94,telco_arrears,E,27,25_34,40k_70k,full_time,QLD,regional,dispute_prone,0,0,1,2,under_540,38,internal_collections,digital_first
A001895,C000024,2026-04-10,1971.87,3230.54,credit_card,C,40,35_44,40k_70k,casual,QLD,metro,standard,1,0,0,0,600_659,58,agency_alpha,digital_first
A001896,C001989,2026-02-02,2256.09,3022.63,personal_loan,B,33,25_34,under_40k,full_time,NSW,regional,standard,0,0,0,3,660_719,49,internal_collections,sms_email_sequence
A001897,C003261,2025-07-14,1739.05,1845.37,credit_card,C,29,25_34,70k_100k,unknown,NSW,regional,standard,0,0,0,0,600_659,51,agency_gamma,digital_first
A001898,C000654,2025-10-02,15306.34,11666.21,personal_loan,E,38,35_44,under_40k,full_time,WA,metro,hardship,1,1,0,0,under_540,58,agency_alpha,phone_first
A001899,C000506,2026-04-02,437.72,448.65,telco_arrears,C,35,35_44,70k_100k,self_employed,QLD,metro,digital_engaged,1,0,0,5,600_659,2,agency_beta,sms_email_sequence
A001900,C001545,2025-01-15,1746.45,1437.34,credit_card,C,21,18_24,70k_100k,part_time,TAS,regional,low_contactability,1,0,0,2,600_659,52,agency_gamma,phone_first
A001901,C002969,2025-09-27,2717.82,2608.55,credit_card,D,26,25_34,40k_70k,self_employed,VIC,regional,hardship,0,1,0,0,540_599,65,internal_collections,sms_email_sequence
A001902,C003007,2025-11-23,372.23,371.62,utility_arrears,C,67,65_plus,70k_100k,full_time,SA,metro,standard,1,0,0,3,600_659,55,agency_beta,standard
A001903,C002526,2025-10-14,887.69,1714.99,credit_card,C,23,18_24,70k_100k,full_time,VIC,metro,low_contactability,0,0,0,2,600_659,58,agency_alpha,standard
A001904,C001297,2025-03-11,747.29,767.65,credit_card,A,32,25_34,40k_70k,full_time,NSW,metro,dispute_prone,0,0,1,0,720_plus,73,agency_alpha,phone_first
A001905,C000406,2025-12-25,278.45,534.06,bnpl,C,56,55_64,under_40k,full_time,QLD,metro,dispute_prone,0,0,1,7,600_659,56,internal_collections,phone_first
A001906,C002650,2025-02-14,776.51,968.07,bnpl,C,55,55_64,70k_100k,unknown,WA,regional,low_contactability,1,0,0,0,600_659,50,agency_alpha,digital_first
A001907,C000950,2025-08-01,1433.67,2326.05,personal_loan,C,36,35_44,under_40k,casual,SA,regional,digital_engaged,1,1,0,1,600_659,51,internal_collections,legal_warning
A001908,C001392,2024-12-24,314.54,351.58,bnpl,A,49,45_54,under_40k,self_employed,QLD,metro,digital_engaged,1,0,0,1,720_plus,35,agency_beta,sms_email_sequence
A001909,C002075,2025-01-15,758.8,713.98,utility_arrears,D,50,45_54,70k_100k,unemployed,VIC,regional,low_contactability,0,0,1,1,540_599,40,agency_alpha,standard
A001910,C000484,2025-04-03,7099.21,8417.64,personal_loan,D,31,25_34,100k_150k,full_time,VIC,metro,standard,0,0,1,2,540_599,42,agency_alpha,digital_first
A001911,C001459,2026-04-11,1568.53,1878.13,credit_card,C,26,25_34,100k_150k,full_time,VIC,remote,low_contactability,0,0,0,0,600_659,29,agency_alpha,phone_first
A001912,C002619,2025-01-16,5582.11,6273.36,credit_card,C,30,25_34,40k_70k,part_time,QLD,regional,dispute_prone,1,0,1,2,600_659,30,agency_gamma,sms_email_sequence
A001913,C000084,2025-01-08,1048.77,872.3,utility_arrears,B,39,35_44,40k_70k,self_employed,WA,metro,hardship,0,1,0,2,660_719,17,agency_gamma,digital_first
A001914,C002840,2025-07-10,1120.94,927.94,bnpl,B,30,25_34,150k_plus,self_employed,QLD,regional,standard,0,0,0,6,660_719,6,agency_alpha,sms_email_sequence
A001915,C002572,2025-02-22,1015.62,866.66,bnpl,D,23,18_24,40k_70k,student,WA,regional,low_contactability,1,1,0,0,540_599,20,internal_collections,sms_email_sequence
A001916,C003174,2026-04-28,845.82,1100.74,credit_card,C,42,35_44,70k_100k,full_time,VIC,regional,digital_engaged,1,0,0,5,600_659,38,agency_beta,sms_email_sequence
A001917,C002834,2026-04-25,738.93,1341.24,credit_card,D,33,25_34,70k_100k,unemployed,VIC,metro,standard,0,0,0,3,540_599,53,agency_alpha,sms_email_sequence
A001918,C000506,2026-03-06,2479.03,3521.02,credit_card,E,35,35_44,100k_150k,part_time,SA,metro,hardship,0,1,0,3,under_540,47,agency_gamma,digital_first
A001919,C002616,2025-11-05,655.76,565.19,bnpl,A,41,35_44,70k_100k,full_time,ACT,metro,standard,0,0,0,5,720_plus,45,agency_gamma,hardship_review
A001920,C002546,2024-11-24,332.57,390.77,telco_arrears,B,47,45_54,under_40k,full_time,ACT,regional,standard,0,0,0,0,660_719,35,agency_alpha,sms_email_sequence
A001921,C002234,2025-07-17,646.23,544.08,bnpl,C,50,45_54,100k_150k,casual,VIC,regional,standard,0,0,0,3,600_659,13,agency_beta,digital_first
A001922,C002226,2025-03-16,2564.61,3867.93,personal_loan,A,34,25_34,40k_70k,unemployed,NSW,remote,standard,0,0,0,3,720_plus,93,agency_alpha,sms_email_sequence
A001923,C000084,2025-04-06,2496.62,4002.92,personal_loan,D,33,25_34,70k_100k,full_time,QLD,metro,low_contactability,0,0,0,3,540_599,40,internal_collections,phone_first
A001924,C002662,2025-04-07,765.82,608.82,telco_arrears,D,27,25_34,70k_100k,part_time,NSW,metro,standard,1,0,0,2,540_599,63,internal_collections,standard
A001925,C001619,2025-01-22,384.31,464.58,credit_card,D,59,55_64,70k_100k,part_time,WA,metro,digital_engaged,1,0,0,0,540_599,37,agency_gamma,hardship_review
A001926,C002494,2026-01-26,3101.29,3060.53,credit_card,C,28,25_34,under_40k,unemployed,NSW,regional,standard,1,0,0,1,600_659,21,agency_gamma,standard
A001927,C000305,2025-03-15,757.19,824.59,bnpl,D,67,65_plus,40k_70k,full_time,VIC,regional,standard,0,0,0,0,540_599,35,agency_beta,phone_first
A001928,C000078,2025-10-19,652.93,779.15,credit_card,C,38,35_44,70k_100k,full_time,VIC,metro,digital_engaged,1,0,0,0,600_659,65,agency_alpha,phone_first
A001929,C001517,2025-11-21,5648.21,7126.38,personal_loan,C,37,35_44,under_40k,full_time,VIC,regional,standard,1,0,0,0,600_659,36,agency_gamma,sms_email_sequence
A001930,C000999,2026-04-26,12032.91,9866.82,personal_loan,E,18,18_24,under_40k,full_time,VIC,metro,standard,1,0,0,2,under_540,55,agency_beta,digital_first
A001931,C000676,2025-09-01,8982.96,8704.24,personal_loan,A,18,18_24,100k_150k,full_time,VIC,remote,low_contactability,0,0,0,3,720_plus,55,agency_beta,digital_first
A001932,C001776,2025-03-15,2097.3,2596.24,personal_loan,C,31,25_34,100k_150k,full_time,NSW,metro,hardship,1,1,0,2,600_659,49,agency_gamma,sms_email_sequence
A001933,C001111,2025-08-27,625.28,606.35,utility_arrears,C,36,35_44,70k_100k,casual,VIC,metro,standard,0,0,0,4,600_659,52,agency_beta,hardship_review
A001934,C002204,2025-06-06,6134.56,4958.25,personal_loan,B,35,35_44,100k_150k,part_time,NSW,metro,hardship,0,1,0,0,660_719,37,agency_alpha,legal_warning
A001935,C000269,2025-03-13,150.92,247.96,telco_arrears,C,29,25_34,100k_150k,part_time,VIC,metro,low_contactability,0,0,0,1,600_659,33,internal_collections,digital_first
A001936,C001336,2026-04-09,4891.61,5549.32,credit_card,D,53,45_54,70k_100k,full_time,WA,regional,low_contactability,1,0,0,2,540_599,48,internal_collections,phone_first
A001937,C000096,2026-04-15,4282.43,5016.61,credit_card,E,44,35_44,40k_70k,full_time,SA,metro,low_contactability,0,0,0,1,under_540,34,internal_collections,sms_email_sequence
A001938,C000298,2025-08-22,12017.54,9631.49,personal_loan,B,48,45_54,40k_70k,casual,VIC,metro,digital_engaged,1,0,0,5,660_719,48,internal_collections,phone_first
A001939,C001954,2025-05-22,1337.09,1248.17,bnpl,C,39,35_44,40k_70k,unemployed,SA,metro,low_contactability,1,0,0,3,600_659,84,agency_beta,phone_first
A001940,C002875,2025-10-10,1939.08,1940.82,credit_card,D,39,35_44,40k_70k,self_employed,VIC,unknown,dispute_prone,0,1,1,2,540_599,41,agency_alpha,hardship_review
A001941,C002499,2026-01-27,418.03,645.13,utility_arrears,A,32,25_34,70k_100k,full_time,NSW,metro,low_contactability,0,0,0,0,720_plus,46,agency_beta,digital_first
A001942,C001940,2026-04-11,6276.37,5526.88,credit_card,D,38,35_44,40k_70k,full_time,TAS,metro,low_contactability,0,0,0,0,540_599,37,agency_gamma,phone_first
A001943,C003190,2026-03-12,1219.8,1451.65,personal_loan,B,34,25_34,40k_70k,full_time,VIC,regional,digital_engaged,1,0,0,1,660_719,39,agency_beta,standard
A001944,C000613,2025-06-23,1601.83,1229.73,credit_card,E,27,25_34,under_40k,part_time,QLD,metro,standard,0,0,0,3,under_540,66,agency_beta,hardship_review
A001945,C003160,2025-12-17,1658.66,2383.78,personal_loan,C,41,35_44,150k_plus,full_time,VIC,metro,digital_engaged,1,0,0,3,600_659,60,agency_alpha,legal_warning
A001946,C001753,2025-02-06,11080.46,10139.37,personal_loan,C,61,55_64,70k_100k,full_time,NSW,metro,standard,1,0,0,0,600_659,41,agency_alpha,digital_first
A001947,C000811,2025-03-21,6092.84,12597.15,personal_loan,B,22,18_24,40k_70k,casual,QLD,remote,hardship,1,1,0,0,660_719,53,agency_alpha,digital_first
A001948,C001998,2026-03-15,731.34,735.02,utility_arrears,B,68,65_plus,40k_70k,retired,NSW,unknown,standard,1,0,0,0,660_719,31,agency_gamma,legal_warning
A001949,C003063,2025-12-07,4591.5,4123.27,credit_card,B,66,65_plus,70k_100k,retired,UNKNOWN,regional,low_contactability,1,0,0,0,660_719,35,agency_alpha,sms_email_sequence
A001950,C003277,2024-11-19,1184.96,1061.53,telco_arrears,B,48,45_54,under_40k,full_time,ACT,metro,standard,0,0,0,0,660_719,35,agency_beta,standard
A001951,C001562,2026-03-19,3900.31,5961.89,personal_loan,E,38,35_44,70k_100k,full_time,QLD,metro,standard,1,0,1,2,under_540,29,agency_beta,phone_first
A001952,C000722,2025-12-02,696.0,662.59,utility_arrears,D,26,25_34,70k_100k,full_time,QLD,regional,standard,1,0,0,3,540_599,52,agency_beta,phone_first
A001953,C001886,2026-03-20,5749.61,9894.69,personal_loan,D,41,35_44,150k_plus,full_time,NSW,regional,standard,0,0,0,0,540_599,24,internal_collections,phone_first
A001954,C002031,2025-03-07,3517.38,3243.55,personal_loan,B,44,35_44,40k_70k,part_time,VIC,regional,low_contactability,0,0,0,5,660_719,25,agency_alpha,standard
A001955,C001071,2026-02-18,1163.96,1529.26,credit_card,B,54,45_54,40k_70k,part_time,VIC,metro,low_contactability,0,0,1,2,660_719,53,agency_beta,phone_first
A001956,C000235,2026-03-07,2651.23,3471.55,personal_loan,D,18,18_24,40k_70k,casual,VIC,metro,dispute_prone,1,0,1,0,540_599,33,internal_collections,phone_first
A001957,C001624,2026-03-19,460.79,374.32,bnpl,D,48,45_54,40k_70k,part_time,NSW,metro,digital_engaged,1,0,0,2,540_599,41,internal_collections,digital_first
A001958,C001839,2024-12-06,1339.38,2580.08,personal_loan,D,38,35_44,under_40k,self_employed,NSW,metro,standard,1,0,0,2,540_599,31,agency_gamma,digital_first
A001959,C001157,2025-12-23,318.23,500.63,utility_arrears,D,18,18_24,40k_70k,full_time,SA,regional,digital_engaged,1,0,1,4,540_599,33,agency_gamma,standard
A001960,C002361,2026-01-04,2588.21,4965.64,personal_loan,B,18,18_24,under_40k,full_time,TAS,metro,standard,1,1,0,0,660_719,3,internal_collections,digital_first
A001961,C002613,2025-03-11,1560.6,3333.95,credit_card,B,18,18_24,40k_70k,casual,VIC,metro,hardship,1,1,0,0,660_719,24,agency_beta,digital_first
A001962,C000048,2026-04-18,9011.49,7280.14,personal_loan,D,43,35_44,150k_plus,part_time,NSW,metro,digital_engaged,1,0,0,1,540_599,38,agency_gamma,phone_first
A001963,C002767,2025-06-10,4830.3,4294.11,credit_card,B,20,18_24,under_40k,full_time,WA,metro,digital_engaged,1,0,0,1,660_719,62,internal_collections,standard
A001964,C002433,2026-03-16,1883.84,2400.86,credit_card,B,44,35_44,40k_70k,full_time,NSW,regional,standard,1,1,0,6,660_719,81,agency_beta,digital_first
A001965,C000804,2025-05-22,203.02,224.75,utility_arrears,C,33,25_34,100k_150k,casual,NSW,metro,digital_engaged,0,0,0,3,600_659,57,internal_collections,phone_first
A001966,C002760,2025-12-10,367.14,342.71,telco_arrears,A,19,18_24,40k_70k,student,ACT,metro,standard,1,0,0,2,720_plus,49,internal_collections,legal_warning
A001967,C000595,2025-07-01,4754.08,4879.26,personal_loan,D,46,45_54,40k_70k,casual,NSW,unknown,digital_engaged,1,0,0,0,540_599,0,agency_beta,standard
A001968,C002137,2026-03-23,4988.96,7152.96,credit_card,C,44,35_44,40k_70k,full_time,NSW,metro,digital_engaged,1,0,1,3,600_659,18,agency_beta,digital_first
A001969,C000765,2025-09-19,461.75,542.86,credit_card,C,44,35_44,40k_70k,full_time,NSW,metro,hardship,1,1,0,5,600_659,20,agency_alpha,phone_first
A001970,C002503,2025-05-20,167.28,256.82,telco_arrears,C,39,35_44,70k_100k,full_time,VIC,metro,digital_engaged,0,0,0,6,600_659,26,agency_beta,hardship_review
A001971,C001541,2026-01-18,4446.54,3684.44,personal_loan,D,45,45_54,150k_plus,full_time,VIC,regional,digital_engaged,0,0,0,0,540_599,54,agency_beta,sms_email_sequence
A001972,C002377,2025-08-06,2036.71,2535.76,credit_card,D,23,18_24,40k_70k,student,WA,metro,low_contactability,0,0,0,0,540_599,54,internal_collections,digital_first
A001973,C003124,2024-12-28,7245.9,6020.09,personal_loan,D,60,55_64,40k_70k,full_time,VIC,regional,digital_engaged,1,0,0,0,540_599,40,internal_collections,hardship_review
A001974,C002160,2026-01-04,454.65,800.19,bnpl,E,32,25_34,40k_70k,unemployed,VIC,regional,standard,0,0,0,0,under_540,45,agency_gamma,digital_first
A001975,C002895,2026-01-28,1095.31,929.16,utility_arrears,B,23,18_24,under_40k,full_time,NSW,metro,digital_engaged,1,0,0,3,660_719,50,agency_beta,phone_first
A001976,C001892,2025-08-19,3087.75,3720.47,credit_card,C,33,25_34,70k_100k,full_time,SA,metro,standard,1,0,0,2,600_659,22,internal_collections,standard
A001977,C001088,2026-04-08,15645.38,13239.39,personal_loan,A,50,45_54,70k_100k,casual,VIC,metro,standard,0,1,0,3,720_plus,0,agency_alpha,sms_email_sequence
A001978,C002789,2026-01-28,6649.87,7666.97,personal_loan,C,36,35_44,under_40k,casual,QLD,metro,standard,1,0,0,2,600_659,22,agency_alpha,digital_first
A001979,C000446,2025-05-10,4546.81,8160.6,credit_card,A,30,25_34,under_40k,unknown,VIC,metro,standard,1,0,0,0,720_plus,22,agency_beta,standard
A001980,C000795,2026-04-04,795.22,1045.7,bnpl,D,42,35_44,40k_70k,full_time,ACT,regional,hardship,0,1,0,1,540_599,50,agency_beta,phone_first
A001981,C000427,2025-11-14,578.82,697.09,bnpl,A,43,35_44,40k_70k,unemployed,QLD,metro,digital_engaged,0,0,1,3,720_plus,14,internal_collections,phone_first
A001982,C000841,2026-01-13,224.27,346.53,bnpl,D,18,18_24,40k_70k,casual,TAS,metro,low_contactability,1,0,0,2,540_599,77,internal_collections,digital_first
A001983,C002149,2025-04-08,1769.54,3491.87,personal_loan,D,32,25_34,under_40k,part_time,SA,metro,low_contactability,0,0,0,1,540_599,32,agency_gamma,sms_email_sequence
A001984,C001997,2025-04-25,5416.9,4333.65,credit_card,D,51,45_54,100k_150k,full_time,VIC,metro,digital_engaged,1,0,0,4,540_599,18,agency_alpha,sms_email_sequence
A001985,C002020,2026-01-01,3982.52,5290.64,personal_loan,A,33,25_34,40k_70k,full_time,NSW,metro,standard,1,0,0,1,720_plus,37,agency_alpha,sms_email_sequence
A001986,C002598,2025-09-25,1597.19,1772.09,credit_card,A,53,45_54,under_40k,part_time,NSW,unknown,standard,0,0,0,6,720_plus,29,internal_collections,sms_email_sequence
A001987,C002782,2026-03-14,2976.47,3432.63,personal_loan,B,26,25_34,40k_70k,part_time,NSW,regional,low_contactability,1,0,0,3,660_719,38,agency_alpha,sms_email_sequence
A001988,C001793,2026-03-28,15188.99,12694.55,personal_loan,A,30,25_34,40k_70k,casual,NSW,metro,dispute_prone,1,0,1,3,720_plus,59,agency_alpha,phone_first
A001989,C001669,2026-04-14,1498.89,1323.88,personal_loan,C,34,25_34,40k_70k,full_time,QLD,remote,standard,1,0,0,0,600_659,25,agency_gamma,phone_first
A001990,C001658,2025-01-08,4226.88,6369.27,personal_loan,C,23,18_24,70k_100k,full_time,NSW,regional,standard,0,0,0,0,600_659,65,internal_collections,phone_first
A001991,C002790,2025-01-17,12086.87,14716.06,personal_loan,C,49,45_54,70k_100k,part_time,SA,regional,standard,0,0,0,4,600_659,10,agency_alpha,hardship_review
A001992,C001964,2025-04-06,833.99,830.04,utility_arrears,C,35,35_44,40k_70k,full_time,NSW,metro,digital_engaged,1,0,0,1,600_659,35,agency_beta,digital_first
A001993,C002249,2024-12-17,820.72,1014.62,credit_card,B,42,35_44,40k_70k,self_employed,VIC,regional,standard,0,0,0,6,660_719,60,internal_collections,sms_email_sequence
A001994,C001246,2026-04-22,3894.91,6582.93,personal_loan,E,40,35_44,40k_70k,full_time,QLD,metro,standard,1,0,0,1,under_540,43,internal_collections,phone_first
A001995,C001397,2025-11-28,14016.39,12834.89,personal_loan,C,40,35_44,40k_70k,part_time,VIC,regional,digital_engaged,1,0,0,2,600_659,7,internal_collections,digital_first
A001996,C001805,2025-12-01,1974.61,2585.49,credit_card,C,36,35_44,70k_100k,self_employed,SA,regional,low_contactability,0,0,0,0,600_659,59,agency_gamma,digital_first
