contact_id,account_id,contact_date,contact_channel,contact_result,agent_id,promised_payment_date
K00004683,A001878,2025-07-13,sms,delivered,AG007,
K00004684,A001878,2025-08-01,sms,no_answer,AG019,
K00004685,A001878,2025-08-18,sms,right_party_contact,AG032,
K00004687,A001879,2025-09-17,email,delivered,AG016,
K00004686,A001879,2026-01-08,phone,no_answer,AG038,
K00004688,A001879,2026-03-31,phone,no_answer,AG027,
K00004690,A001880,2026-02-01,email,delivered,AG004,
K00004689,A001880,2026-02-11,sms,no_answer,AG001,
K00004691,A001880,2026-02-27,sms,promise_to_pay,AG010,2026-03-13
K00004692,A001881,2025-08-13,sms,no_answer,AG032,
K00004694,A001881,2025-09-04,sms,delivered,AG041,
K00004693,A001881,2025-11-01,sms,delivered,AG035,
K00004696,A001882,2025-09-05,email,wrong_number,AG001,
K00004695,A001882,2025-09-12,email,dispute_raised,AG032,
K00004697,A001882,2025-09-24,sms,no_answer,AG029,
K00004700,A001884,2025-08-25,email,dispute_raised,AG018,
K00004701,A001884,2025-08-26,sms,dispute_raised,AG034,
K00004698,A001884,2025-10-16,email,delivered,AG016,
K00004699,A001884,2025-10-20,sms,delivered,AG022,
K00004702,A001885,2026-04-14,sms,no_answer,AG027,
K00004703,A001886,2025-06-18,phone,delivered,AG041,
K00004704,A001887,2025-10-08,sms,delivered,AG045,
K00004705,A001887,2025-11-12,email,right_party_contact,AG031,
K00004708,A001888,2025-12-29,email,no_answer,AG036,
K00004706,A001888,2026-02-01,email,hardship_discussed,AG001,
K00004707,A001888,2026-02-08,sms,hardship_discussed,AG019,
K00004709,A001889,2025-12-14,email,right_party_contact,AG002,
K00004711,A001889,2025-12-23,sms,no_answer,AG017,
K00004710,A001889,2025-12-29,sms,wrong_number,AG017,
K00004712,A001890,2026-03-08,phone,right_party_contact,AG035,
K00004715,A001892,2026-02-12,phone,right_party_contact,AG028,
K00004717,A001892,2026-03-02,sms,promise_to_pay,AG033,2026-03-09
K00004714,A001892,2026-03-25,phone,hardship_discussed,AG025,
K00004716,A001892,2026-03-29,phone,right_party_contact,AG017,
K00004713,A001892,2026-04-20,sms,no_answer,AG039,
K00004718,A001893,2024-12-08,email,right_party_contact,AG018,
K00004719,A001893,2025-01-24,letter,no_answer,AG003,
K00004720,A001894,2026-03-19,phone,no_answer,AG005,
K00004721,A001895,2026-04-25,phone,no_answer,AG019,
K00004722,A001896,2026-02-16,email,promise_to_pay,AG032,2026-03-02
K00004723,A001896,2026-03-08,sms,hardship_discussed,AG044,
K00004724,A001897,2025-09-04,phone,hardship_discussed,AG029,
K00004725,A001897,2025-09-23,phone,delivered,AG009,
K00004726,A001898,2025-11-03,sms,delivered,AG003,
K00004727,A001899,2026-04-02,sms,delivered,AG006,
K00004728,A001899,2026-04-19,sms,delivered,AG026,
K00004729,A001900,2025-02-14,email,hardship_discussed,AG008,
K00004730,A001900,2025-03-15,phone,hardship_discussed,AG022,
K00004731,A001901,2025-12-17,email,hardship_discussed,AG007,
K00004732,A001902,2026-01-01,sms,no_answer,AG035,
K00004733,A001902,2026-01-23,sms,no_answer,AG013,
K00004734,A001902,2026-03-22,sms,delivered,AG012,
K00004735,A001903,2025-10-19,sms,delivered,AG005,
K00004737,A001903,2025-12-04,email,right_party_contact,AG019,
K00004736,A001903,2025-12-23,phone,no_answer,AG006,
K00004739,A001903,2026-02-09,email,wrong_number,AG010,
K00004738,A001903,2026-02-27,sms,no_answer,AG013,
K00004740,A001904,2025-04-19,sms,delivered,AG025,
K00004741,A001904,2025-04-30,letter,right_party_contact,AG009,
K00004745,A001905,2026-02-07,email,no_answer,AG002,
K00004742,A001905,2026-02-09,sms,wrong_number,AG003,
K00004744,A001905,2026-02-10,email,no_answer,AG040,
K00004743,A001905,2026-03-09,sms,delivered,AG035,
K00004748,A001906,2025-02-22,sms,no_answer,AG037,
K00004746,A001906,2025-03-01,sms,delivered,AG008,
K00004749,A001906,2025-03-10,sms,delivered,AG018,
K00004747,A001906,2025-04-14,sms,no_answer,AG005,
K00004750,A001907,2025-08-02,email,delivered,AG038,
K00004752,A001907,2025-08-04,phone,no_answer,AG043,
K00004753,A001907,2025-10-04,sms,delivered,AG023,
K00004751,A001907,2025-10-13,phone,hardship_discussed,AG003,
K00004755,A001908,2025-01-09,sms,delivered,AG023,
K00004757,A001908,2025-02-01,sms,delivered,AG010,
K00004754,A001908,2025-03-03,phone,no_answer,AG022,
K00004756,A001908,2025-05-08,sms,delivered,AG008,
K00004761,A001909,2025-02-07,phone,dispute_raised,AG013,
K00004763,A001909,2025-02-21,email,delivered,AG037,
K00004760,A001909,2025-02-28,sms,dispute_raised,AG010,
K00004759,A001909,2025-03-14,phone,hardship_discussed,AG016,
K00004762,A001909,2025-04-04,letter,no_answer,AG006,
K00004758,A001909,2025-08-01,letter,dispute_raised,AG010,
K00004765,A001910,2025-04-04,email,delivered,AG030,
K00004764,A001910,2025-04-05,email,right_party_contact,AG008,
K00004766,A001912,2025-01-17,sms,dispute_raised,AG041,
K00004769,A001912,2025-01-17,sms,dispute_raised,AG026,
K00004768,A001912,2025-01-24,phone,dispute_raised,AG009,
K00004767,A001912,2025-03-18,phone,delivered,AG007,
K00004773,A001914,2025-07-26,email,delivered,AG023,
K00004770,A001914,2025-08-28,email,delivered,AG021,
K00004772,A001914,2025-08-31,phone,right_party_contact,AG007,
K00004774,A001914,2025-09-11,email,no_answer,AG014,
K00004771,A001914,2025-10-10,sms,delivered,AG038,
K00004775,A001915,2025-02-23,sms,no_answer,AG040,
K00004776,A001915,2025-02-25,sms,delivered,AG005,
K00004778,A001915,2025-03-08,phone,promise_to_pay,AG036,2025-03-18
K00004777,A001915,2025-05-13,sms,right_party_contact,AG011,
K00004779,A001917,2026-04-25,sms,no_answer,AG009,
K00004780,A001918,2026-04-19,letter,delivered,AG020,
K00004781,A001919,2025-11-16,phone,dispute_raised,AG027,
K00004782,A001919,2026-01-01,email,promise_to_pay,AG001,2026-01-08
K00004784,A001920,2024-11-27,phone,delivered,AG027,
K00004785,A001920,2024-12-24,phone,right_party_contact,AG006,
K00004783,A001920,2025-01-15,phone,delivered,AG044,
K00004787,A001921,2025-08-04,letter,right_party_contact,AG012,
K00004786,A001921,2025-08-26,phone,right_party_contact,AG007,
K00004792,A001922,2025-03-18,letter,right_party_contact,AG013,
K00004791,A001922,2025-03-20,letter,no_answer,AG031,
K00004789,A001922,2025-05-18,phone,promise_to_pay,AG023,2025-05-28
K00004790,A001922,2025-05-25,sms,no_answer,AG019,
K00004788,A001922,2025-08-27,letter,dispute_raised,AG019,
K00004797,A001923,2025-04-07,sms,no_answer,AG023,
K00004795,A001923,2025-04-11,email,wrong_number,AG044,
K00004796,A001923,2025-05-05,field_visit,no_answer,AG030,
K00004793,A001923,2025-05-18,email,no_answer,AG027,
K00004794,A001923,2025-06-07,sms,delivered,AG036,
K00004801,A001924,2025-04-25,field_visit,promise_to_pay,AG017,2025-05-02
K00004798,A001924,2025-04-29,sms,dispute_raised,AG039,
K00004799,A001924,2025-05-10,email,wrong_number,AG039,
K00004800,A001924,2025-05-23,email,no_answer,AG025,
K00004802,A001924,2025-06-14,sms,delivered,AG031,
K00004803,A001925,2025-02-24,email,promise_to_pay,AG001,2025-03-06
K00004806,A001926,2026-01-29,email,delivered,AG026,
K00004805,A001926,2026-02-10,phone,hardship_discussed,AG008,
K00004804,A001926,2026-04-09,sms,no_answer,AG005,
K00004809,A001927,2025-03-26,letter,delivered,AG035,
K00004810,A001927,2025-05-01,email,delivered,AG029,
K00004807,A001927,2025-05-14,field_visit,delivered,AG016,
K00004808,A001927,2025-08-02,sms,right_party_contact,AG028,
K00004811,A001929,2025-12-08,letter,promise_to_pay,AG003,2025-12-15
K00004812,A001929,2025-12-29,email,hardship_discussed,AG032,
K00004813,A001929,2026-02-14,sms,wrong_number,AG023,
K00004814,A001931,2025-10-06,phone,promise_to_pay,AG043,2025-10-20
K00004816,A001931,2025-11-07,phone,no_answer,AG042,
K00004815,A001931,2025-12-23,email,delivered,AG025,
K00004818,A001932,2025-03-24,sms,dispute_raised,AG001,
K00004817,A001932,2025-04-29,sms,no_answer,AG026,
K00004821,A001933,2025-10-12,email,no_answer,AG030,
K00004819,A001933,2025-10-20,phone,delivered,AG041,
K00004820,A001933,2025-10-22,email,hardship_discussed,AG021,
K00004822,A001934,2025-06-27,email,delivered,AG013,
K00004823,A001934,2025-06-28,phone,delivered,AG004,
K00004826,A001935,2025-03-20,phone,wrong_number,AG008,
K00004827,A001935,2025-03-23,phone,no_answer,AG001,
K00004825,A001935,2025-05-03,phone,wrong_number,AG013,
K00004824,A001935,2025-07-07,field_visit,promise_to_pay,AG032,2025-07-21
K00004828,A001935,2025-07-08,sms,delivered,AG034,
K00004829,A001937,2026-04-23,phone,no_answer,AG033,
K00004831,A001938,2025-08-22,phone,no_answer,AG025,
K00004832,A001938,2025-09-13,sms,right_party_contact,AG008,
K00004830,A001938,2025-10-16,email,delivered,AG009,
K00004833,A001939,2025-06-13,phone,no_answer,AG003,
K00004834,A001939,2025-08-13,phone,delivered,AG012,
K00004836,A001940,2025-10-12,phone,delivered,AG012,
K00004835,A001940,2025-10-25,sms,hardship_discussed,AG020,
K00004841,A001941,2026-01-27,letter,right_party_contact,AG011,
K00004840,A001941,2026-02-01,sms,no_answer,AG026,
K00004839,A001941,2026-02-03,email,hardship_discussed,AG032,
K00004838,A001941,2026-03-18,phone,right_party_contact,AG033,
K00004837,A001941,2026-04-05,email,wrong_number,AG018,
K00004846,A001942,2026-04-11,email,wrong_number,AG005,
K00004842,A001942,2026-04-17,phone,hardship_discussed,AG024,
K00004843,A001942,2026-04-17,phone,wrong_number,AG038,
K00004844,A001942,2026-04-17,email,right_party_contact,AG007,
K00004845,A001942,2026-04-25,sms,hardship_discussed,AG035,
K00004849,A001944,2025-06-23,email,promise_to_pay,AG031,2025-06-26
K00004848,A001944,2025-07-05,letter,delivered,AG044,
K00004847,A001944,2025-08-30,sms,dispute_raised,AG016,
K00004853,A001945,2025-12-17,email,dispute_raised,AG034,
K00004850,A001945,2025-12-21,email,right_party_contact,AG016,
K00004851,A001945,2026-01-30,letter,promise_to_pay,AG037,2026-02-09
K00004852,A001945,2026-02-02,sms,no_answer,AG028,
K00004855,A001946,2025-02-21,email,right_party_contact,AG013,
K00004854,A001946,2025-02-23,sms,delivered,AG023,
K00004857,A001947,2025-03-30,email,no_answer,AG012,
K00004859,A001947,2025-04-24,sms,no_answer,AG024,
K00004856,A001947,2025-05-20,phone,right_party_contact,AG021,
K00004858,A001947,2025-06-10,sms,delivered,AG022,
K00004860,A001948,2026-03-30,email,right_party_contact,AG002,
K00004861,A001948,2026-04-21,sms,delivered,AG014,
K00004862,A001949,2025-12-29,sms,right_party_contact,AG014,
K00004863,A001949,2026-02-08,sms,no_answer,AG031,
K00004864,A001953,2026-04-08,email,delivered,AG042,
K00004866,A001954,2025-03-27,sms,delivered,AG007,
K00004865,A001954,2025-04-04,phone,right_party_contact,AG016,
K00004869,A001955,2026-02-23,email,promise_to_pay,AG019,2026-02-28
K00004867,A001955,2026-02-24,sms,wrong_number,AG001,
K00004868,A001955,2026-03-21,sms,right_party_contact,AG003,
K00004870,A001956,2026-03-09,email,right_party_contact,AG002,
K00004871,A001956,2026-03-19,phone,wrong_number,AG003,
K00004873,A001958,2024-12-06,email,hardship_discussed,AG019,
K00004872,A001958,2024-12-08,letter,delivered,AG001,
K00004875,A001958,2024-12-12,sms,promise_to_pay,AG042,2024-12-19
K00004874,A001958,2025-01-14,field_visit,right_party_contact,AG014,
K00004877,A001959,2025-12-30,sms,delivered,AG012,
K00004878,A001959,2026-03-09,phone,right_party_contact,AG002,
K00004876,A001959,2026-04-22,email,no_answer,AG006,
K00004880,A001960,2026-02-01,field_visit,hardship_discussed,AG039,
K00004879,A001960,2026-02-07,phone,right_party_contact,AG023,
K00004881,A001961,2025-07-13,email,hardship_discussed,AG022,
K00004882,A001962,2026-04-22,sms,delivered,AG001,
K00004884,A001963,2025-06-27,email,no_answer,AG001,
K00004887,A001963,2025-06-29,email,delivered,AG011,
K00004886,A001963,2025-07-05,email,hardship_discussed,AG016,
K00004883,A001963,2025-07-09,email,delivered,AG036,
K00004885,A001963,2026-04-30,email,wrong_number,AG014,
K00004890,A001965,2025-05-30,email,no_answer,AG026,
K00004888,A001965,2025-07-05,email,delivered,AG022,
K00004889,A001965,2025-07-22,letter,right_party_contact,AG020,
K00004892,A001967,2025-07-06,sms,delivered,AG042,
K00004891,A001967,2025-07-12,sms,dispute_raised,AG004,
K00004893,A001968,2026-03-23,email,dispute_raised,AG039,
K00004894,A001968,2026-03-30,sms,dispute_raised,AG010,
K00004895,A001969,2025-12-19,sms,hardship_discussed,AG023,
K00004897,A001970,2025-05-31,email,no_answer,AG008,
K00004896,A001970,2025-06-05,email,no_answer,AG014,
K00004898,A001970,2025-06-05,sms,promise_to_pay,AG035,2025-06-08
K00004899,A001970,2025-07-08,phone,delivered,AG004,
K00004900,A001971,2026-03-02,email,hardship_discussed,AG028,
K00004901,A001972,2025-08-19,sms,no_answer,AG036,
K00004902,A001972,2025-10-13,email,no_answer,AG014,
K00004904,A001974,2026-01-27,email,no_answer,AG008,
K00004903,A001974,2026-02-04,phone,hardship_discussed,AG016,
K00004905,A001974,2026-04-10,phone,no_answer,AG026,
K00004907,A001975,2026-02-02,sms,no_answer,AG045,
K00004906,A001975,2026-02-22,email,no_answer,AG042,
K00004908,A001975,2026-04-11,email,right_party_contact,AG030,
K00004909,A001976,2025-09-13,email,delivered,AG006,
K00004910,A001976,2025-09-21,email,delivered,AG012,
K00004911,A001976,2025-10-11,sms,wrong_number,AG011,
K00004912,A001978,2026-02-23,sms,wrong_number,AG019,
K00004916,A001979,2025-05-12,sms,right_party_contact,AG013,
K00004913,A001979,2025-06-10,sms,wrong_number,AG012,
K00004915,A001979,2025-06-24,email,delivered,AG032,
K00004914,A001979,2025-08-02,sms,delivered,AG020,
K00004918,A001980,2026-04-07,sms,delivered,AG020,
K00004917,A001980,2026-04-15,sms,hardship_discussed,AG014,
K00004919,A001980,2026-04-15,sms,delivered,AG025,
K00004926,A001982,2026-01-15,sms,wrong_number,AG021,
K00004921,A001982,2026-01-17,letter,wrong_number,AG014,
K00004924,A001982,2026-01-19,sms,no_answer,AG022,
K00004922,A001982,2026-02-02,sms,wrong_number,AG017,
K00004925,A001982,2026-02-04,sms,wrong_number,AG022,
K00004920,A001982,2026-02-15,letter,delivered,AG017,
K00004923,A001982,2026-02-15,sms,hardship_discussed,AG028,
K00004927,A001983,2025-04-09,email,no_answer,AG029,
K00004928,A001983,2025-04-12,letter,no_answer,AG009,
K00004930,A001983,2025-04-25,sms,no_answer,AG040,
K00004929,A001983,2025-05-16,letter,dispute_raised,AG003,
K00004931,A001983,2025-07-27,email,right_party_contact,AG036,
K00004932,A001984,2025-07-27,sms,no_answer,AG005,
K00004933,A001984,2025-08-26,sms,delivered,AG012,
K00004934,A001985,2026-01-15,email,wrong_number,AG041,
K00004935,A001985,2026-03-03,sms,delivered,AG016,
K00004937,A001986,2025-09-29,phone,no_answer,AG017,
K00004938,A001986,2025-10-28,letter,right_party_contact,AG009,
K00004939,A001986,2025-11-11,email,promise_to_pay,AG027,2025-11-14
K00004936,A001986,2026-02-20,email,delivered,AG009,
K00004942,A001987,2026-03-20,email,wrong_number,AG027,
K00004943,A001987,2026-03-21,email,wrong_number,AG020,
K00004944,A001987,2026-03-30,phone,wrong_number,AG022,
K00004940,A001987,2026-04-18,email,dispute_raised,AG010,
K00004941,A001987,2026-04-22,email,no_answer,AG009,
K00004945,A001990,2025-01-21,sms,right_party_contact,AG026,
K00004946,A001992,2025-05-19,sms,promise_to_pay,AG024,2025-05-29
K00004947,A001992,2025-06-10,email,hardship_discussed,AG023,
K00004952,A001993,2024-12-17,email,delivered,AG034,
K00004949,A001993,2024-12-24,sms,no_answer,AG044,
K00004950,A001993,2025-01-13,sms,no_answer,AG010,
K00004948,A001993,2025-01-24,email,right_party_contact,AG044,
K00004951,A001993,2025-02-14,email,delivered,AG003,
K00004953,A001994,2026-04-23,phone,wrong_number,AG001,
K00004956,A001995,2026-01-01,email,delivered,AG005,
K00004954,A001995,2026-01-10,email,no_answer,AG026,
K00004955,A001995,2026-01-27,sms,right_party_contact,AG042,
K00004958,A001996,2025-12-23,email,delivered,AG016,
K00004959,A001996,2026-02-04,phone,right_party_contact,AG001,
K00004957,A001996,2026-04-10,phone,right_party_contact,AG042,
K00004965,A001997,2025-09-15,phone,hardship_discussed,AG012,
K00004961,A001997,2025-09-25,sms,hardship_discussed,AG035,
K00004964,A001997,2025-10-19,sms,right_party_contact,AG005,
K00004960,A001997,2025-10-28,email,promise_to_pay,AG007,2025-11-04
K00004963,A001997,2025-11-15,sms,delivered,AG002,
K00004962,A001997,2026-01-19,email,delivered,AG043,
K00004966,A001998,2026-02-28,phone,promise_to_pay,AG014,2026-03-07
K00004969,A001999,2025-08-30,sms,promise_to_pay,AG043,2025-09-06
K00004968,A001999,2025-10-10,sms,right_party_contact,AG023,
K00004967,A001999,2025-11-02,letter,no_answer,AG027,
K00004971,A002000,2024-12-27,email,delivered,AG017,
K00004973,A002000,2024-12-30,sms,right_party_contact,AG010,
K00004972,A002000,2025-01-21,phone,hardship_discussed,AG012,
K00004970,A002000,2025-02-05,email,hardship_discussed,AG040,
K00004974,A002001,2024-12-27,field_visit,promise_to_pay,AG012,2025-01-10
K00004975,A002001,2024-12-30,email,promise_to_pay,AG041,2025-01-04
K00004976,A002002,2026-04-10,email,no_answer,AG026,
K00004978,A002003,2026-01-21,email,dispute_raised,AG004,
K00004977,A002003,2026-03-14,sms,hardship_discussed,AG041,
K00004979,A002004,2025-10-22,sms,promise_to_pay,AG002,2025-11-05
K00004980,A002005,2026-03-24,field_visit,no_answer,AG018,
K00004981,A002006,2024-11-25,sms,no_answer,AG036,
K00004982,A002007,2025-10-10,email,right_party_contact,AG008,
K00004985,A002007,2025-10-25,phone,wrong_number,AG038,
K00004983,A002007,2025-12-28,phone,delivered,AG041,
K00004984,A002007,2026-01-22,sms,delivered,AG041,
K00004986,A002008,2026-01-03,sms,delivered,AG008,
K00004987,A002008,2026-01-31,email,no_answer,AG034,
K00004988,A002008,2026-04-07,email,no_answer,AG022,
K00004989,A002009,2025-09-19,sms,dispute_raised,AG015,
K00004990,A002010,2025-10-06,email,right_party_contact,AG014,
K00004992,A002010,2025-10-20,email,delivered,AG005,
K00004993,A002010,2025-11-08,letter,delivered,AG013,
K00004991,A002010,2025-11-21,sms,delivered,AG001,
K00004994,A002011,2026-04-19,sms,no_answer,AG027,
K00004996,A002012,2026-02-22,sms,delivered,AG039,
K00004998,A002012,2026-03-15,email,delivered,AG043,
K00004995,A002012,2026-03-21,sms,no_answer,AG020,
K00004997,A002012,2026-03-22,sms,no_answer,AG030,
K00005000,A002013,2025-08-27,email,right_party_contact,AG013,
K00005001,A002013,2025-09-07,phone,hardship_discussed,AG017,
K00005003,A002013,2025-09-21,email,delivered,AG040,
K00004999,A002013,2025-10-09,phone,wrong_number,AG044,
K00005002,A002013,2025-10-25,phone,no_answer,AG035,
K00005006,A002014,2024-11-15,letter,delivered,AG003,
K00005005,A002014,2024-12-01,letter,delivered,AG018,
K00005004,A002014,2025-01-28,email,promise_to_pay,AG037,2025-02-07
K00005007,A002015,2025-07-25,letter,delivered,AG016,
K00005010,A002016,2025-12-09,email,delivered,AG042,
K00005009,A002016,2025-12-16,sms,right_party_contact,AG037,
K00005012,A002016,2026-01-03,field_visit,no_answer,AG009,
K00005011,A002016,2026-01-14,sms,delivered,AG027,
K00005008,A002016,2026-01-16,email,hardship_discussed,AG009,
K00005013,A002016,2026-02-22,sms,no_answer,AG004,
K00005016,A002017,2026-02-05,sms,wrong_number,AG030,
K00005015,A002017,2026-02-08,sms,wrong_number,AG029,
K00005017,A002017,2026-03-03,phone,no_answer,AG005,
K00005014,A002017,2026-03-29,email,no_answer,AG013,
K00005021,A002018,2024-12-06,email,hardship_discussed,AG017,
K00005018,A002018,2024-12-08,email,hardship_discussed,AG027,
K00005020,A002018,2025-01-18,email,no_answer,AG019,
K00005019,A002018,2025-01-27,letter,hardship_discussed,AG003,
K00005022,A002019,2025-11-09,sms,wrong_number,AG041,
K00005025,A002019,2025-11-13,email,delivered,AG022,
K00005023,A002019,2025-11-18,sms,no_answer,AG008,
K00005024,A002019,2025-12-12,sms,wrong_number,AG028,
K00005026,A002019,2026-01-22,phone,right_party_contact,AG015,
K00005027,A002020,2025-08-01,sms,right_party_contact,AG032,
K00005028,A002024,2025-07-05,email,delivered,AG043,
K00005029,A002025,2025-07-15,sms,no_answer,AG028,
K00005031,A002026,2025-10-22,phone,right_party_contact,AG030,
K00005030,A002026,2026-01-18,phone,right_party_contact,AG023,
K00005032,A002028,2025-10-20,field_visit,promise_to_pay,AG033,2025-10-27
K00005033,A002028,2025-10-23,sms,delivered,AG026,
K00005035,A002031,2025-09-26,email,promise_to_pay,AG003,2025-10-06
K00005034,A002031,2025-10-17,phone,delivered,AG010,
K00005038,A002031,2025-10-24,phone,promise_to_pay,AG006,2025-10-29
K00005036,A002031,2025-11-05,sms,right_party_contact,AG014,
K00005039,A002031,2025-12-21,email,promise_to_pay,AG045,2025-12-26
K00005037,A002031,2025-12-24,sms,no_answer,AG032,
K00005041,A002033,2025-09-24,letter,promise_to_pay,AG027,2025-09-27
K00005042,A002033,2025-09-30,phone,no_answer,AG022,
K00005040,A002033,2025-11-03,sms,right_party_contact,AG041,
K00005044,A002034,2025-03-23,sms,right_party_contact,AG024,
K00005046,A002034,2025-03-25,email,no_answer,AG001,
K00005045,A002034,2025-03-27,sms,right_party_contact,AG037,
K00005043,A002034,2025-08-24,sms,dispute_raised,AG006,
K00005048,A002035,2025-06-05,sms,right_party_contact,AG042,
K00005050,A002035,2025-06-15,letter,right_party_contact,AG019,
K00005049,A002035,2025-06-19,email,no_answer,AG032,
K00005047,A002035,2025-06-24,phone,no_answer,AG007,
K00005052,A002036,2025-08-27,phone,right_party_contact,AG017,
K00005051,A002036,2025-09-05,sms,delivered,AG002,
K00005054,A002036,2025-09-20,sms,promise_to_pay,AG009,2025-09-25
K00005053,A002036,2025-12-10,sms,promise_to_pay,AG019,2025-12-20
K00005057,A002038,2025-10-26,phone,delivered,AG039,
K00005055,A002038,2026-01-08,sms,no_answer,AG043,
K00005056,A002038,2026-01-25,sms,delivered,AG004,
K00005059,A002039,2026-02-28,sms,no_answer,AG015,
K00005058,A002039,2026-03-30,letter,delivered,AG040,
K00005060,A002040,2025-12-19,email,no_answer,AG035,
K00005062,A002040,2025-12-26,phone,wrong_number,AG026,
K00005063,A002040,2026-01-17,email,delivered,AG017,
K00005061,A002040,2026-01-26,phone,delivered,AG043,
K00005064,A002041,2025-09-12,phone,delivered,AG005,
K00005067,A002042,2025-07-21,email,hardship_discussed,AG017,
K00005068,A002042,2025-08-26,sms,no_answer,AG007,
K00005066,A002042,2025-09-02,letter,delivered,AG036,
K00005065,A002042,2025-09-09,phone,hardship_discussed,AG026,
K00005069,A002042,2025-10-24,phone,right_party_contact,AG027,
K00005072,A002044,2025-04-08,phone,delivered,AG007,
K00005071,A002044,2025-05-02,email,delivered,AG028,
K00005070,A002044,2025-06-08,phone,right_party_contact,AG044,
K00005073,A002045,2025-04-03,sms,delivered,AG023,
K00005076,A002045,2025-04-30,letter,hardship_discussed,AG008,
K00005075,A002045,2025-05-05,sms,no_answer,AG037,
K00005074,A002045,2025-05-27,phone,promise_to_pay,AG001,2025-06-01
K00005077,A002045,2025-05-30,phone,delivered,AG019,
K00005078,A002046,2026-01-23,email,no_answer,AG040,
K00005079,A002046,2026-01-31,sms,wrong_number,AG017,
K00005080,A002046,2026-02-11,phone,no_answer,AG005,
K00005081,A002047,2026-04-22,phone,dispute_raised,AG044,
K00005083,A002050,2025-09-04,letter,wrong_number,AG024,
K00005082,A002050,2025-09-20,email,hardship_discussed,AG036,
K00005084,A002051,2025-08-15,letter,right_party_contact,AG036,
K00005085,A002052,2026-04-30,phone,right_party_contact,AG027,
K00005086,A002053,2025-09-21,letter,no_answer,AG022,
K00005087,A002053,2025-10-09,field_visit,no_answer,AG006,
K00005088,A002054,2026-02-26,letter,delivered,AG020,
K00005089,A002054,2026-03-11,sms,right_party_contact,AG031,
K00005094,A002055,2025-06-26,sms,no_answer,AG036,
K00005091,A002055,2025-07-06,sms,promise_to_pay,AG026,2025-07-16
K00005092,A002055,2025-07-30,phone,hardship_discussed,AG022,
K00005093,A002055,2025-08-31,letter,promise_to_pay,AG034,2025-09-10
K00005090,A002055,2025-09-19,sms,delivered,AG024,
K00005095,A002056,2026-02-11,phone,delivered,AG040,
K00005097,A002057,2026-03-29,sms,dispute_raised,AG035,
K00005096,A002057,2026-04-23,sms,delivered,AG033,
K00005099,A002058,2025-10-18,email,no_answer,AG034,
K00005100,A002058,2025-10-21,email,right_party_contact,AG037,
K00005098,A002058,2025-11-02,email,promise_to_pay,AG015,2025-11-12
K00005101,A002058,2026-01-29,phone,no_answer,AG036,
K00005105,A002059,2025-05-20,sms,no_answer,AG003,
K00005103,A002059,2025-05-28,email,delivered,AG042,
K00005102,A002059,2025-05-31,sms,delivered,AG025,
K00005104,A002059,2025-06-01,sms,delivered,AG040,
K00005107,A002060,2025-09-08,phone,delivered,AG032,
K00005108,A002060,2025-09-17,sms,hardship_discussed,AG023,
K00005106,A002060,2025-10-20,email,delivered,AG025,
K00005109,A002061,2025-09-23,email,no_answer,AG032,
K00005110,A002061,2025-10-03,phone,no_answer,AG022,
K00005111,A002062,2025-10-21,email,no_answer,AG017,
K00005114,A002063,2026-02-23,sms,no_answer,AG036,
K00005113,A002063,2026-04-14,letter,delivered,AG022,
K00005112,A002063,2026-04-18,sms,hardship_discussed,AG041,
K00005120,A002065,2025-05-11,sms,no_answer,AG041,
K00005115,A002065,2025-05-12,sms,wrong_number,AG037,
K00005117,A002065,2025-05-12,email,wrong_number,AG015,
K00005119,A002065,2025-05-13,email,delivered,AG010,
K00005118,A002065,2025-06-01,phone,right_party_contact,AG005,
K00005116,A002065,2025-06-03,phone,delivered,AG020,
K00005122,A002066,2026-03-26,sms,no_answer,AG030,
K00005121,A002066,2026-04-09,sms,right_party_contact,AG045,
K00005124,A002067,2025-01-17,sms,right_party_contact,AG037,
K00005125,A002067,2025-01-18,email,delivered,AG039,
K00005123,A002067,2025-02-01,email,hardship_discussed,AG026,
K00005128,A002068,2025-07-14,sms,no_answer,AG033,
K00005127,A002068,2025-08-11,email,promise_to_pay,AG020,2025-08-25
K00005129,A002068,2025-08-26,sms,dispute_raised,AG018,
K00005126,A002068,2025-08-27,email,delivered,AG028,
K00005135,A002069,2026-02-12,sms,delivered,AG033,
K00005133,A002069,2026-02-26,letter,dispute_raised,AG020,
K00005131,A002069,2026-03-05,letter,right_party_contact,AG002,
K00005132,A002069,2026-03-05,sms,no_answer,AG022,
K00005130,A002069,2026-03-25,sms,delivered,AG012,
K00005134,A002069,2026-04-06,sms,dispute_raised,AG045,
K00005136,A002069,2026-04-06,letter,no_answer,AG015,
K00005140,A002072,2025-09-05,sms,hardship_discussed,AG023,
K00005139,A002072,2025-09-26,email,no_answer,AG012,
K00005137,A002072,2025-10-15,email,right_party_contact,AG036,
K00005138,A002072,2026-03-22,email,promise_to_pay,AG017,2026-03-29
K00005142,A002073,2025-04-10,sms,promise_to_pay,AG010,2025-04-20
K00005143,A002073,2025-05-02,sms,delivered,AG003,
K00005144,A002073,2025-05-04,sms,delivered,AG012,
K00005141,A002073,2025-07-11,sms,wrong_number,AG038,
K00005145,A002073,2025-08-11,email,wrong_number,AG019,
K00005147,A002075,2024-11-07,sms,promise_to_pay,AG002,2024-11-14
